word	sth	binarySentiment	smallScaleSentiment	bigScaleSentiment	SO-PMI_score
zręczny	m	1	1	2	-1.0
optymista	c	1	1	1	-0.0
nazwisko	c	1	1	2	1.8
wynieść	m	0	0	0	0.6
nastawić	c	0	1	0	0.8
widowiskowy	m	1	0	0	-0.0
zdjęcie	c	0	0	0	8.2
masowy	m	1	1	1	0.6
dowolnie	m	1	1	0	-2.6
przezroczysty	m	0	0	0	-0.3
żywot	c	1	-1	-1	-2.0
oziębnąć	c	1	1	0	-2.0
blondynek	c	1	1	0	-2.0
początkujący	c	1	0	0	-2.0
wojna	c	0	0	0	1.7
podrażniony	c	1	1	0	-3.9
pozostały	c	0	0	0	-1.9
bezustannie	m	1	-1	-1	-1.0
podeprzeć	c	1	-1	-1	-2.0
żeton	c	0	0	0	-1.0
nieuchronny	c	0	0	0	-3.4
wykończyć	c	1	-1	-1	-1.5
poważnie	m	0	0	0	-2.0
odtwarzacz	c	0	-1	-1	-1.0
akceptować	c	0	-1	-1	7.2
przeznaczyć	c	0	0	0	-0.1
hojny	c	1	-1	-1	1.5
niezależnie	c	0	0	0	-0.6
czerwony	m	0	0	0	3.2
wykładowca	c	1	1	1	-2.6
beskid	c	1	1	0	-1.0
śmiały	m	1	1	-1	1.0
prawdziwy	m	1	1	2	6.5
paradoksalny	m	1	-1	0	-2.6
optymistyczny	m	1	-1	-1	-2.8
rozwój	c	1	1	0	-3.2
mrozek	c	1	-1	1	-1.0
powidło	c	1	1	-2	-1.0
zawrzeć	c	0	0	0	-1.7
abstrakcyjny	m	1	-1	-1	0.8
zobowiązywać	m	0	-1	0	-2.0
komisja	c	0	-1	0	-4.7
zakończyć	c	0	0	0	-0.7
scena	c	1	1	2	2.7
rozśpiewać	c	1	1	0	-1.0
ofiara	c	1	1	0	-2.6
zatrzeć	c	0	-1	-1	-2.6
biały	m	1	1	0	5.2
monachium	c	1	1	0	-1.0
przyzwolić	c	0	0	0	-1.0
herbata	c	1	-1	0	-0.2
drużyna	c	0	0	0	-4.6
żart	c	1	0	0	2.4
balowo	m	1	1	0	-1.0
prawiczek	c	1	-1	-1	-1.0
ziarnisty	m	0	0	0	-1.0
wyżyłować	c	1	-1	-1	-1.0
umowy	c	0	0	0	-1.0
optymalny	c	0	1	-1	-2.0
system	c	1	1	0	-4.4
ślepy	c	1	-1	0	-6.8
zyskać	c	0	0	-2	2.4
umowa	c	0	0	0	-2.5
uznawać	c	1	-1	0	-0.0
państwo	c	0	1	0	2.1
bezcenny	c	0	1	0	-1.0
termin	c	1	-1	0	-1.5
wykonać	c	1	-1	-2	4.3
rybak	c	1	1	-1	-4.0
upokarzać	m	1	-1	-1	-3.9
niemal	m	1	1	1	0.8
sentymentalny	m	1	-1	-1	-2.0
blondynka	c	1	1	-1	-2.0
kalifornia	c	1	1	0	-1.0
windykacja	c	1	0	0	-1.0
lublin	c	0	0	0	4.0
napalić	c	1	1	0	-1.0
zasługa	c	0	0	2	-0.9
jazda	c	1	-1	0	4.0
burzowy	c	0	1	0	-1.0
udowodnić	c	1	1	-1	-0.5
lista	c	0	0	0	1.8
uczuć	c	1	-1	0	-5.0
nieludzki	c	1	-1	-2	-2.0
materiał	c	0	1	0	2.6
bezsporny	m	1	1	0	-2.0
kropla	c	1	0	1	-4.1
intensywny	m	0	0	0	-3.8
drobiazgowy	m	0	0	0	-1.0
obowiązek	c	1	-1	0	4.5
objęcie	c	0	1	1	1.5
skromny	m	0	0	0	5.5
standardowy	c	0	0	0	-2.0
zdawać	c	1	1	0	0.7
uwłaczająco	m	1	-1	-2	-1.0
genetycznie	m	0	-1	0	-1.0
nieskażony	c	1	1	0	-1.0
rekordowy	m	1	-1	-1	-2.0
kuchenka	c	1	1	0	-0.0
przyjmować	c	0	1	0	2.9
wiadomy	m	0	0	1	-0.3
fuks	c	0	1	0	-1.0
matematyk	c	0	0	-1	-1.0
narodowość	c	0	0	0	1.0
realizować	c	0	0	0	3.2
fatalnie	m	1	1	2	-1.4
skorpion	c	0	1	0	-1.0
szansa	c	1	-1	0	2.3
maluśki	m	1	1	-1	-1.0
seicento	c	0	1	1	-1.0
podłoga	c	1	1	0	-1.7
sprawiedliwy	m	1	1	1	-0.2
naraża	c	1	1	0	-1.0
sufit	c	0	0	0	-3.4
zakładka	c	1	-1	1	-0.0
winowajca	c	0	0	0	-2.0
wyrafinowany	m	1	1	0	2.1
tożsamy	c	0	1	0	-1.0
muzeum	c	0	0	-1	5.2
restauracyjka	c	0	0	0	-0.0
tknąć	m	0	-1	-1	-1.0
opiekuńczy	m	1	-1	1	0.3
wezyr	c	1	-1	0	-1.0
idylliczny	m	1	1	2	-0.0
puszysty	m	1	1	1	-0.0
formalnie	c	1	0	0	-1.0
grudzień	c	0	0	0	-6.0
gmina	c	1	-1	0	-1.5
szkolić	c	0	1	2	-0.0
psychicznie	m	1	1	1	-7.4
sekret	c	1	-1	1	0.3
totalny	m	1	1	0	2.0
odpowiedzialny	m	1	1	0	-5.6
składany	c	0	1	-1	-2.0
tajny	m	1	1	0	-1.3
uczciwy	c	1	1	0	1.5
rzym	c	1	1	0	-1.0
izolacja	c	1	-1	0	-1.8
pojazd	c	0	0	0	1.3
rówień	m	0	0	0	-1.0
ulotny	m	1	1	0	-1.0
sprawiedliwie	m	1	1	1	-1.0
techniczny	m	0	0	0	-0.3
zapaleniec	c	1	-1	0	-1.0
niezdecydowany	c	1	-1	0	-3.6
złożyć	c	0	-1	-1	-1.3
chata	c	1	1	0	-0.6
prywatnie	c	1	1	0	-2.6
wyróżniać	c	0	0	0	-3.4
konsumpcyjny	m	0	0	0	1.5
bezpodstawny	c	0	1	-1	-1.0
środek	c	0	0	0	2.3
gest	c	1	1	0	3.5
gestia	c	0	0	0	-1.0
mikroskopijny	m	0	0	0	-2.6
dokładny	m	0	0	0	-1.2
zagmatwać	m	1	-1	-1	-1.0
wrocławski	c	0	0	0	-2.0
przekazać	c	0	0	0	1.7
gdynia	c	1	1	0	-1.0
oferta	c	1	1	0	-1.4
archaiczny	m	1	1	2	2.0
poprowadzić	c	1	0	0	-3.0
osadzić	c	0	-1	0	-2.0
dokładni	c	1	1	0	-1.0
sprzątać	c	1	1	0	-3.2
debata	c	0	0	0	-5.2
obcisły	m	1	-1	-1	-1.0
rozwiązania	c	1	1	0	-1.0
symetryczny	c	0	-1	0	-0.0
nagi	m	1	0	1	-0.1
strąk	c	1	0	2	-1.0
korzyść	c	1	1	1	-0.6
zadowolić	m	1	-1	-1	-0.7
rasa	c	0	-1	0	1.5
warunek	c	0	1	0	1.2
romantyczny	m	1	-1	-1	8.9
wypełnić	c	0	0	0	1.4
rewelacyjny	c	1	1	1	-2.0
słoneczny	m	0	1	0	0.7
biegunka	c	1	-1	-1	-5.5
zwichnąć	c	1	-1	-1	-1.0
skończyć	m	1	-1	0	0.5
jak	m	0	1	1	6.1
demokracja	c	1	1	1	1.4
nieuczciwy	c	0	1	1	-3.6
pulchny	m	1	1	1	-1.0
igloopol	c	1	1	0	-1.0
przegląd	c	0	0	1	1.2
zabezpieczyć	c	0	0	0	1.0
piękno	m	1	1	2	10.7
ludzko	m	1	1	1	-1.0
rozumny	m	1	1	0	1.5
dziewczynka	c	1	1	1	-1.9
sztuczny	m	1	1	0	-0.3
ludzki	m	1	1	-2	2.4
autor	c	0	-1	-1	6.0
urwać	c	0	1	-1	-6.0
wzbogacać	c	0	1	2	2.1
pięć	c	0	1	0	2.6
uchwytny	m	1	1	1	-2.6
wiktor	c	0	1	0	-3.8
wewnętrznie	m	1	1	1	-2.1
informacja	c	0	0	0	-0.7
partia	c	0	-1	0	-1.5
założyć	c	0	-1	0	1.7
sędzia	c	1	1	1	-7.6
pijany	c	1	-1	-2	-3.8
pieprzny	m	1	1	0	-1.0
oryginalnie	m	1	1	0	-1.0
finał	c	0	0	1	-1.3
czeski	m	1	1	1	-2.5
pryncypialny	m	1	-1	-2	-1.0
biec	m	1	1	0	-4.8
pomysł	c	0	0	0	5.3
bezgraniczny	m	1	1	1	-0.0
graf	c	1	1	0	-1.0
darmowy	c	1	1	0	0.5
tragiczny	m	0	0	0	-5.5
dziennik	c	1	1	0	0.1
kibic	c	1	1	2	-3.4
zabójczy	c	0	-1	-1	-1.6
prowokacja	c	1	-1	0	-0.2
malarz	c	0	0	0	-0.5
fotka	c	0	0	1	-0.0
agnieszka	c	1	1	0	-1.0
dumny	m	1	1	1	0.2
stuprocentowy	c	0	0	0	-1.0
doliczać	c	0	0	0	-1.0
niemiecki	m	1	1	2	0.0
refundować	c	0	0	0	-2.0
poznać	c	0	0	0	4.6
pojemnik	c	0	1	0	2.8
anegdotyczny	m	1	1	1	-1.0
wyraźnie	m	1	1	0	-2.9
operacja	c	0	1	0	-2.9
stuprocentowo	m	0	0	0	-1.0
zdrowie	c	0	1	0	4.0
nazywać	c	1	1	1	4.0
bezwiednie	m	1	-1	-1	-4.7
staniątki	c	1	1	0	-1.0
mowa	c	0	1	0	1.5
legia	c	0	0	0	-1.5
realistyczny	m	1	1	0	-0.2
zawodny	m	0	1	1	-2.0
fizycznie	m	0	0	0	-3.0
dziecinny	m	1	1	2	2.1
cholernie	m	0	-1	-1	-5.2
skrzywdzony	c	1	-1	-2	-4.6
artysta	c	1	0	0	8.5
wyrazisty	m	1	1	1	-3.3
zastygnąć	m	1	0	-1	-2.0
huta	c	0	0	0	-3.9
przywiązać	c	1	-1	0	-1.0
artystka	c	1	1	1	-1.6
zalękniony	m	1	-1	-2	-1.0
serwis	c	0	1	0	0.9
koncesja	c	0	-1	1	-2.6
przyziemny	m	0	0	-1	-1.0
zawodnik	c	0	0	2	-6.9
monochromatyczny	m	0	0	0	-1.0
całek	c	1	1	0	-1.0
nadmiar	c	0	1	-2	-1.1
klimatyczny	c	0	0	0	-0.0
reformowalny	m	1	1	1	-1.0
dziesięciokrotny	m	0	0	0	-1.0
symulator	c	1	1	0	-1.0
kamiennie	m	0	0	0	-1.0
rzemieślnik	c	1	1	-1	1.5
drut	c	1	1	0	-3.6
schab	c	0	0	0	-1.0
sentyment	c	1	-1	2	2.0
kotlet	c	1	-1	2	1.0
egzotyczny	m	1	1	-1	0.2
harmonia	c	1	1	0	2.0
sprzedażą	c	1	1	0	-1.0
popierdolić	m	1	-1	-2	-1.0
sperma	c	0	-1	0	-1.0
konkurencyjny	m	1	1	0	-1.8
jednoznacznie	m	0	0	0	-1.6
tłumić	c	1	-1	0	-6.0
nacechować	c	1	1	0	-1.0
grać	c	0	0	0	2.8
wyrazić	c	0	1	0	-0.2
przyszły	c	0	1	0	-1.7
wyprysk	c	0	-1	-1	-1.0
stworzenie	c	1	-1	-1	-0.6
igła	c	0	1	-1	-7.0
litość	c	1	1	0	-0.2
sara	c	1	1	0	-1.0
polka	c	0	0	0	-0.5
harmonijny	c	1	1	1	4.0
określać	c	0	0	0	-0.1
wyśmienity	c	0	0	0	-0.0
orzec	c	1	-1	0	-1.0
gaza	c	0	1	0	-2.0
willa	c	1	-1	-1	-0.0
cena	c	0	0	0	2.7
pieniądz	c	1	1	0	5.6
kłótliwy	m	1	-1	-1	-2.6
przesmażyć	c	0	1	0	-1.0
ciążowy	c	1	1	-1	-2.0
świetlisty	m	1	1	0	1.0
indianin	c	1	1	0	-1.0
duszność	c	1	-1	0	-4.9
wodzisław	c	1	1	0	-1.0
kadra	c	0	1	2	-6.0
rozpatrywać	c	0	0	0	-1.1
grań	c	1	1	0	-1.0
przedsięwzięcie	c	1	1	2	-1.6
różowy	m	0	0	0	1.1
spełnić	c	0	1	1	3.8
wykonywać	c	0	0	0	0.7
zespół	c	1	1	0	4.8
jednostajnie	m	1	-1	-2	-2.0
kość	c	1	1	0	-5.4
zwykle	c	0	0	0	0.5
podziemny	c	0	0	0	-0.8
pewny	m	1	1	0	8.7
różowo	m	0	0	1	-1.0
karmić	c	1	-1	0	0.3
ściśle	c	0	0	0	-1.2
dupa	c	1	-1	0	1.5
posłuszny	c	1	-1	-1	1.0
kuzyn	c	1	1	-1	0.5
świadomość	c	0	1	0	0.5
natychmiast	m	0	-1	0	-2.9
powiązać	c	0	0	0	-4.6
diametralnie	c	0	0	0	1.0
okazały	m	1	1	1	-1.0
kanciasty	m	1	1	-1	-2.0
przeważnie	c	0	-1	0	2.7
płock	c	1	1	0	-1.0
swobodnie	m	0	-1	-1	-2.4
partner	c	1	-1	2	-2.5
bezbronny	m	1	-1	-1	-4.2
opiąć	m	1	-1	-1	-1.0
facet	c	0	-1	-2	1.6
seksualny	m	0	1	0	-6.9
gotowy	m	0	1	1	6.6
oznaka	c	0	1	2	-6.2
odosobniony	c	1	0	0	-3.0
zaznaczyć	c	0	0	0	-1.5
przyznać	c	0	0	0	3.7
dokumentacja	c	0	1	1	0.3
tradycyjny	c	0	1	0	1.6
kontrofensywa	c	1	1	0	-1.0
dzielić	c	0	0	0	-0.0
piwo	c	0	1	0	0.8
boginia	c	0	-1	2	-1.0
polityczny	c	0	1	0	-1.2
towarzyski	m	1	1	1	0.8
astma	c	1	-1	-2	-5.0
konkurencja	c	1	1	0	-1.6
mieć	c	0	0	-2	4.3
trakt	c	0	0	1	-0.7
sumienie	c	1	-1	0	1.6
słoiczka	c	1	1	0	-1.0
skierować	c	1	-1	0	-1.9
świetlany	m	1	-1	1	-1.0
własnoręcznie	c	1	1	-1	-1.0
źródło	c	0	0	0	0.7
modlitwa	c	1	1	0	5.6
podobno	c	0	0	0	1.4
odgórnie	m	1	-1	0	-1.0
nieustanny	c	1	1	1	-2.6
troskliwie	m	1	1	1	-2.0
dzik	m	1	1	0	-1.0
mecz	c	1	1	0	-2.3
podobny	m	1	-1	0	5.2
swojski	m	1	1	2	2.3
zszokować	c	1	1	1	-1.0
poczuć	c	1	1	0	1.3
decybel	c	0	-1	1	-3.4
dołączyć	c	0	1	0	-3.3
poprzedni	c	0	0	0	0.1
kontakt	c	1	1	0	1.6
zapobiegliwy	m	0	0	0	-1.0
kolorystyka	c	0	0	0	1.4
dwoisty	m	1	-1	-1	-1.0
anonsy	c	1	1	0	-1.0
wypukło	c	1	-1	2	-1.0
okrągły	m	0	-1	0	0.8
linia	c	0	0	-1	3.4
niewielki	c	0	1	-1	-2.0
litania	c	1	1	0	-0.0
wypukły	m	0	1	-1	-2.0
syta	m	1	1	0	-1.0
obfity	m	0	1	0	-3.6
obszerny	m	0	0	0	2.0
interia	c	1	1	0	-1.0
łaskawca	c	1	1	-1	-1.0
inteligencja	c	1	1	0	-2.2
dylemat	c	1	1	1	-4.1
nieskończoność	c	1	0	0	-2.4
inaczej	m	1	1	-1	4.2
legalny	c	0	1	0	-3.0
zupełnie	m	0	-1	-1	6.4
owalny	m	0	1	2	-2.6
uczyć	c	1	1	0	3.0
cząstka	c	1	1	0	-3.0
szekspir	c	1	1	0	-1.0
postępowy	m	1	1	2	-1.0
wycieczka	c	1	1	0	3.6
marginalny	m	1	-1	-1	-1.0
góra	c	1	0	0	6.0
nieobecny	m	1	-1	0	-2.0
piasek	c	0	0	-1	0.8
piec	c	0	-1	0	2.6
zalecić	c	0	-1	-1	-3.0
profesjonalny	m	0	-1	0	1.0
historia	c	1	0	0	5.5
cecha	c	1	1	2	2.4
prognoza	c	1	1	1	-3.0
nadmorski	c	0	1	0	-0.0
grafika	c	1	1	2	1.0
pies	c	1	1	-2	3.6
wesoło	c	0	0	1	1.5
nieugięty	c	1	1	-1	-1.0
sprawa	c	0	0	0	1.4
tydzień	c	1	1	0	1.7
różnie	c	1	-1	0	-0.5
realizacja	c	0	0	0	0.7
sofa	c	0	-1	0	-2.6
dziesięciokrotnie	m	0	0	0	-1.0
dalba	c	1	1	2	-1.0
oschnąć	m	1	-1	0	-2.0
przełożony	c	1	-1	0	-6.0
zawikłać	m	1	-1	-2	-1.0
chronić	c	1	-1	0	-2.8
powołać	c	0	1	1	1.1
gniazdo	c	1	1	1	-0.5
kasa	c	1	-1	0	-0.1
podpisać	c	0	-1	0	-2.2
mądry	m	1	1	2	3.4
optymistycznie	m	1	-1	-1	-0.0
magnat	c	1	1	0	-1.0
spostrzegawczy	m	1	1	1	-1.0
niewypłacalny	c	0	0	0	-1.0
położyć	c	0	1	1	2.3
skręcić	c	1	1	1	-4.8
płacić	c	0	0	0	1.4
mobilny	m	1	1	-1	-1.0
zakazany	c	0	0	0	-1.0
kluczyk	c	0	-1	-1	-0.0
podejrzeć	c	1	1	0	-1.0
ślepo	c	1	-1	0	-2.6
peter	c	1	1	0	-1.0
wyemancypować	m	1	1	1	-1.0
wieczny	m	1	1	0	2.2
kolonia	c	1	0	-1	1.0
podzielić	c	0	0	0	1.2
umierać	c	1	-1	-1	-1.7
nieszczelny	c	0	1	0	-1.0
wyścig	c	1	0	0	-0.0
narcystyczny	m	1	-1	-2	-1.0
utrzymać	c	0	1	0	0.9
monotonny	m	0	-1	-1	-2.7
resztka	c	0	-1	0	-3.1
bardzo	m	0	-1	0	2.8
sponsorować	c	0	-1	0	-1.0
sygnał	c	1	1	0	-8.4
wyobrażalny	m	0	0	0	-1.0
ilustracja	c	0	0	0	2.1
piękny	m	1	1	-2	13.7
pejoratywny	c	1	0	0	-0.0
mokry	m	1	-1	-1	-2.9
regulamin	c	0	0	0	0.3
pakiet	c	0	-1	-1	-5.4
pobłażliwy	m	1	-1	-1	-2.0
bezczelnie	m	1	-1	-2	-1.0
popularny	m	1	0	0	1.8
stanowczy	m	0	1	0	-4.8
przepisowy	m	0	0	0	-1.0
spokój	c	1	1	1	0.7
zosia	c	1	1	0	-1.0
odessa	c	1	1	0	-1.0
etap	c	0	-1	0	-6.0
kupno	c	0	-1	0	-0.0
wyświetlać	c	0	0	0	-2.5
konkretny	m	0	1	0	1.5
teutoński	m	0	0	0	-1.0
śpiączka	c	0	0	0	-1.0
rozwiązły	m	1	-1	-2	-1.0
koleś	c	1	-1	0	-2.0
agencja	c	1	-1	0	-8.5
kręg	c	0	0	0	-0.9
przeprowadzić	c	0	1	0	-0.8
suknia	c	0	0	0	-2.1
podium	c	0	1	0	-0.0
placówka	c	0	1	0	-1.3
kręt	m	0	0	0	-1.0
wszędzie	m	1	0	-1	1.4
zadufany	m	1	-1	-1	-1.0
bezpiecznie	m	0	-1	1	1.8
dopasować	c	0	0	0	-1.6
drzazga	c	0	-1	-2	-3.9
przebudowa	c	0	1	1	-0.7
przenieść	c	0	0	0	1.5
uciec	c	1	1	0	-2.2
wszystko	m	1	0	2	6.9
różnić	m	1	0	0	2.3
dzielnica	c	1	1	0	0.5
zadziwiać	m	1	1	-1	-0.0
nawiedzony	c	1	1	0	1.0
sadystyczny	m	1	-1	-2	-2.0
kiepsko	m	1	-1	-1	-4.2
odczuwalny	m	1	1	0	-2.6
silnia	m	0	1	0	-0.0
gazeta	c	0	0	0	-2.0
ciekły	c	0	0	0	-1.0
prywatyzacja	c	1	1	1	-6.0
rodzina	c	0	0	0	3.3
oczytany	m	1	1	1	-0.0
jakikolwiek	c	0	1	0	0.1
pewnie	m	0	1	0	5.5
koleżeński	m	1	1	1	-1.6
kołacz	c	0	-1	-1	-1.0
adres	c	0	-1	0	1.6
kapusta	c	1	1	0	-0.0
szafirowy	m	0	0	0	-1.0
policjant	c	1	-1	0	-4.4
przedłużyć	c	1	1	0	-5.0
niewinny	m	1	-1	-1	2.4
rozpoznawać	c	0	1	0	-1.4
wybrać	c	0	-1	0	5.6
niesamowity	m	1	1	2	6.8
legenda	c	1	-1	0	3.2
kazuistyczny	m	1	-1	-1	-1.0
organizować	c	0	0	0	4.9
wyjątki	c	1	1	0	-1.0
dumpingowy	m	1	1	-1	-1.0
ślep	m	0	-1	-1	1.0
luźny	m	1	-1	-1	-3.6
astry	c	1	1	0	-1.0
pytanie	c	1	1	0	0.3
konwencjonalny	m	1	1	-1	1.5
wegetarianin	c	1	1	2	-0.0
prawidłowy	c	0	-1	1	-5.4
przestawić	c	1	0	1	-2.0
urodziny	c	1	-1	-1	9.3
usprawiedliwić	c	1	0	1	-0.5
pojęcie	c	1	0	0	3.7
zrealizować	c	0	0	0	3.3
ręczny	c	1	1	0	-2.0
napis	c	1	1	-1	3.7
karta	c	0	0	0	-3.0
zakaz	c	0	1	0	-2.8
nadać	c	1	1	0	2.1
poprzeć	c	0	0	1	-0.8
formalistyczny	m	1	-1	-1	-1.0
zabarwić	c	1	-1	0	-1.0
transportowy	c	0	1	0	-1.0
jajeczny	c	0	0	0	-1.0
invest	c	1	1	0	-1.0
odrobić	c	1	1	2	-3.0
problem	c	0	1	0	-0.7
słynny	c	1	1	1	2.3
niemiec	c	0	1	0	-1.5
cukierkowaty	m	1	-1	-2	-1.0
powtarzać	c	1	1	0	-1.7
roszczenie	c	0	-1	1	-3.0
wystawić	c	1	1	0	-1.3
głęboko	m	1	1	1	-0.3
bezzapachowy	m	0	0	0	-1.0
masywny	m	1	1	0	-1.0
oszustwo	c	1	-1	-1	-1.6
ryzyko	c	0	0	0	-3.0
pozytywny	m	1	1	0	0.7
uwiecznić	c	0	0	0	-0.0
inteligentny	m	1	1	1	1.2
srebro	c	0	-1	-1	-3.6
ćwiczenie	c	1	0	0	-4.9
znaleźć	c	0	0	0	6.4
ideał	c	0	-1	1	5.9
rekompensata	c	0	0	0	-0.0
artykuł	c	0	0	0	-0.8
jaglany	c	1	-1	0	-1.0
monopolista	c	0	1	0	-1.0
medialny	m	1	-1	0	-5.2
egoistyczny	m	1	-1	-1	-4.2
równać	m	0	0	0	-3.0
końcówka	c	0	0	0	-5.9
drażliwy	m	1	1	1	-6.0
nadjeżdżać	c	1	-1	-1	-2.6
zwykły	c	1	1	0	-0.1
mężatka	c	0	1	0	-2.0
star	m	0	-1	0	-1.0
szczawnica	c	1	1	0	-1.0
ponętny	m	1	1	1	-0.0
sypialnia	c	0	1	-2	-2.6
sobota	c	1	-1	2	0.5
stylista	c	1	1	-1	-1.0
stan	c	0	0	0	-0.4
niepogoda	c	0	1	1	-1.0
stal	m	0	0	0	-4.6
chmielić	m	0	0	0	-1.0
przesiąknąć	m	1	1	-1	-2.0
pochwała	c	0	0	0	-0.5
zamachowiec	c	1	-1	0	-2.6
szpak	c	1	1	1	-0.0
kolec	c	0	-1	0	-4.5
poręczyć	c	1	-1	0	-1.0
automatyczny	m	0	0	0	-2.0
klasa	c	0	0	0	3.3
krzywy	c	0	1	0	-1.0
użyć	c	1	0	0	-1.8
drugi	m	0	0	-2	6.4
podatny	m	1	1	1	-4.4
osamotnić	c	1	-1	-1	-2.0
prosić	c	0	0	0	5.2
oskarżyciel	c	1	1	0	-2.0
spalać	c	0	-1	1	1.1
przyzwoity	c	0	1	0	-1.0
niebezpieczeństwo	c	1	-1	-1	-3.0
wezwać	c	1	1	0	-4.9
